299.57	291.83	104.41
296.45	287.61	104.87
293.26	292.02	105.06
296.36	296.39	105.11
290.09	296.47	105.31
286.94	292.04	105.94
283.79	296.49	105.96
290.08	287.59	106.05
299.56	283.02	106.65
293.04	282.96	106.74
277.41	296.43	106.88
280.54	292.13	106.90
284.00	287.63	106.99
287.15	283.39	107.32
271.12	296.38	107.95
274.27	291.92	107.99
277.41	287.44	108.11
296.39	278.40	108.15
290.04	278.45	108.22
280.56	282.95	108.37
283.69	279.15	108.69
293.22	276.06	108.77
265.56	297.43	108.87
268.72	292.98	108.87
271.89	288.55	108.93
286.91	276.28	108.99
275.10	284.15	109.06
299.52	276.44	109.14
277.47	280.96	109.23
290.09	273.63	109.46
279.92	277.74	109.48
296.32	273.67	109.58
283.80	274.36	109.72
264.95	292.11	109.74
261.80	296.56	109.75
268.09	287.66	109.79
271.23	283.21	109.91
274.37	278.74	110.14
293.21	269.84	110.38
286.93	269.82	110.47
277.50	274.26	110.50
279.96	269.53	111.11
261.40	287.40	111.17
258.27	291.86	111.18
264.60	282.98	111.21
255.19	296.35	111.22
268.14	278.28	111.30
290.13	265.24	111.34
271.33	274.24	111.44
296.44	265.60	111.48
283.68	265.70	111.52
274.52	270.00	111.71
277.44	265.19	112.20
293.22	260.74	112.21
286.91	260.74	112.25
258.51	283.01	112.44
255.36	287.46	112.45
261.66	278.54	112.49
252.20	291.92	112.52
264.81	274.08	112.61
299.55	260.72	112.62
249.04	296.37	112.64
280.59	260.70	112.67
267.96	269.60	112.80
290.06	256.24	112.91
296.39	256.25	113.02
271.11	265.13	113.05
283.74	256.22	113.17
274.23	261.38	113.25
293.22	252.54	113.43
256.15	279.67	113.44
278.23	257.36	113.44
253.01	284.14	113.46
287.70	252.90	113.46
259.32	275.23	113.48
299.52	254.03	113.48
249.87	288.63	113.51
261.72	271.90	113.53
247.54	292.00	113.59
264.08	268.64	113.62
245.23	295.37	113.69
297.14	250.89	113.70
280.62	254.25	113.70
267.28	264.27	113.78
290.07	249.88	113.79
242.14	299.90	113.86
283.81	251.32	113.89
270.50	259.92	113.99
274.37	256.50	114.01
293.22	247.55	114.02
299.50	247.53	114.11
286.94	247.55	114.20
277.51	252.01	114.33
252.34	278.74	114.39
255.49	274.29	114.39
249.20	283.19	114.43
258.63	269.83	114.44
296.37	243.06	114.45
246.04	287.63	114.53
261.77	265.37	114.55
290.08	243.06	114.58
280.64	247.53	114.64
242.89	292.07	114.68
264.91	260.90	114.70
299.52	238.58	114.82
268.05	256.43	114.88
239.73	296.51	114.88
293.22	238.58	114.92
283.78	243.05	114.94
271.19	251.96	115.09
296.37	234.11	115.21
286.93	238.57	115.22
274.33	247.49	115.31
290.07	234.10	115.47
299.52	229.65	115.48
276.88	242.77	115.62
292.75	229.48	115.74
252.16	269.68	115.75
249.02	274.14	115.76
280.65	238.18	115.77
255.34	265.24	115.77
245.79	278.84	115.80
258.57	260.82	115.82
242.89	283.12	115.86
261.85	256.42	115.88
284.04	234.19	115.88
296.23	225.73	115.89
265.19	252.04	115.96
239.90	287.65	115.96
287.18	230.01	116.04
268.58	247.68	116.05
236.95	292.21	116.10
299.51	220.71	116.18
271.46	243.41	116.20
290.06	225.16	116.26
233.87	296.42	116.36
274.30	238.51	116.43
293.21	220.70	116.45
277.45	234.05	116.55
280.60	229.59	116.66
296.36	216.23	116.67
283.74	225.14	116.76
286.90	220.68	116.88
299.51	211.77	116.94
290.05	216.22	117.02
249.06	265.18	117.03
252.21	260.73	117.03
245.90	269.64	117.06
255.36	256.27	117.06
258.51	251.82	117.11
242.75	274.09	117.12
261.66	247.36	117.17
293.20	211.76	117.21
239.59	278.54	117.22
264.81	242.91	117.24
267.96	238.46	117.30
271.11	234.00	117.35
236.43	282.99	117.37
274.27	229.55	117.40
277.42	225.10	117.44
296.35	207.29	117.46
280.57	220.65	117.47
283.73	216.20	117.53
233.27	287.44	117.56
286.88	211.74	117.62
230.61	291.85	117.69
290.04	207.28	117.78
227.75	297.47	117.79
299.50	202.81	117.80
293.97	203.91	117.88
249.87	257.43	117.95
253.03	252.98	117.96
246.73	261.89	117.97
256.18	248.53	117.97
259.34	244.08	118.00
243.59	266.37	118.00
278.24	217.37	118.02
262.50	239.64	118.02
281.40	212.92	118.02
275.10	221.83	118.03
265.65	235.20	118.03
271.95	226.29	118.04
268.80	230.75	118.04
241.24	269.72	118.04
283.77	209.60	118.05
238.91	273.08	118.10
296.37	200.74	118.10
286.15	206.30	118.13
235.80	277.58	118.20
290.10	202.27	118.23
299.53	197.85	118.32
232.70	282.11	118.34
293.23	198.55	118.45
227.18	292.09	118.49
229.61	286.65	118.52
280.66	207.43	118.53
277.52	211.88	118.55
283.80	202.98	118.58
274.37	216.34	118.60
271.23	220.80	118.66
268.08	225.26	118.72
264.93	229.72	118.76
286.94	198.53	118.76
261.78	234.17	118.79
258.63	238.63	118.80
255.48	243.09	118.81
252.34	247.55	118.82
224.01	296.52	118.82
249.19	252.00	118.83
296.38	194.08	118.84
246.04	256.46	118.85
242.89	260.91	118.89
239.74	265.36	118.95
236.59	269.81	119.04
290.08	194.07	119.09
233.43	274.25	119.15
277.50	202.94	119.20
280.64	198.50	119.21
299.52	189.61	119.30
274.35	207.40	119.30
230.27	278.69	119.31
283.78	194.05	119.42
271.20	211.85	119.43
227.11	283.13	119.50
293.22	189.59	119.52
268.05	216.30	119.57
264.89	220.75	119.68
286.92	189.58	119.81
277.48	194.02	119.85
223.35	287.24	119.92
261.04	224.85	119.94
258.02	229.37	120.00
273.72	198.12	120.03
254.97	233.88	120.04
251.90	238.37	120.08
296.46	184.49	120.10
248.81	242.86	120.11
220.52	291.86	120.12
245.72	247.34	120.13
242.63	251.82	120.16
270.93	202.78	120.17
239.55	256.30	120.20
280.47	189.37	120.22
236.28	261.09	120.25
290.15	185.16	120.29
233.43	265.30	120.30
268.22	207.22	120.30
217.89	296.30	120.34
230.40	269.81	120.38
265.22	212.00	120.44
227.41	274.35	120.47
299.73	180.93	120.48
262.30	216.56	120.55
224.46	278.90	120.59
274.57	189.88	120.61
284.05	185.47	120.61
271.69	193.98	120.66
259.15	220.70	120.73
221.34	283.06	120.83
293.21	180.59	120.83
255.38	225.14	120.96
267.98	198.42	121.06
252.23	229.59	121.07
249.08	234.04	121.15
245.92	238.48	121.23
217.57	287.50	121.23
286.90	180.55	121.24
277.44	184.99	121.26
242.77	242.93	121.30
264.81	202.86	121.32
296.35	176.10	121.36
239.61	247.38	121.36
236.46	251.83	121.43
233.31	256.28	121.50
214.40	291.94	121.55
261.65	207.30	121.56
230.15	260.73	121.59
226.99	265.18	121.69
258.49	211.74	121.77
290.04	176.05	121.77
280.58	180.49	121.80
223.84	269.63	121.82
299.49	171.60	121.88
211.22	296.39	121.92
255.33	216.18	121.95
220.68	274.08	121.98
246.60	230.54	122.07
267.91	189.40	122.09
271.04	185.62	122.09
252.18	220.62	122.10
215.11	284.04	122.12
265.26	193.84	122.13
249.52	225.03	122.14
243.48	235.04	122.15
293.17	172.29	122.16
217.52	278.53	122.17
262.37	199.43	122.17
283.70	176.75	122.18
240.35	239.53	122.22
275.05	181.58	122.25
237.23	244.01	122.29
234.10	248.50	122.35
212.04	288.63	122.37
259.30	203.99	122.38
286.92	173.85	122.40
296.37	169.40	122.40
230.97	252.99	122.42
228.63	256.36	122.47
257.01	207.36	122.52
