305.00	605.00	139.69
305.00	615.00	140.04
305.00	625.00	140.33
305.00	635.00	140.43
305.00	645.00	140.76
305.00	655.00	140.94
305.00	665.00	141.25
305.00	675.00	142.03
305.00	685.00	142.79
305.00	695.00	143.46
305.00	705.00	143.70
305.00	715.00	143.36
305.00	735.00	146.37
305.00	745.00	147.47
305.00	755.00	147.70
305.00	765.00	149.11
305.00	775.00	149.67
305.00	785.00	150.39
305.00	795.00	150.88
305.00	805.00	151.10
305.00	815.00	151.02
305.00	825.00	150.53
305.00	835.00	150.33
305.00	855.00	149.79
305.00	875.00	150.40
305.00	885.00	151.05
315.00	605.00	141.17
315.00	615.00	141.73
315.00	625.00	142.15
315.00	635.00	142.59
315.00	645.00	142.98
315.00	655.00	143.24
315.00	665.00	143.62
315.00	675.00	144.37
315.00	685.00	144.85
315.00	695.00	144.59
315.00	705.00	146.36
315.00	715.00	145.75
315.00	725.00	146.68
315.00	735.00	147.75
315.00	745.00	149.40
315.00	755.00	149.10
315.00	765.00	150.13
315.00	775.00	150.49
315.00	785.00	151.26
315.00	795.00	151.50
315.00	805.00	151.59
315.00	815.00	151.42
315.00	825.00	151.10
315.00	835.00	150.51
315.00	845.00	150.01
315.00	855.00	149.76
315.00	865.00	150.06
315.00	875.00	150.89
315.00	885.00	151.48
315.00	895.00	151.27
325.00	605.00	142.61
325.00	615.00	143.58
325.00	625.00	144.25
325.00	635.00	144.70
325.00	645.00	144.91
325.00	655.00	145.14
325.00	665.00	145.39
325.00	675.00	146.39
325.00	685.00	145.86
325.00	695.00	146.61
325.00	705.00	147.69
325.00	715.00	148.65
325.00	735.00	149.80
325.00	755.00	151.05
325.00	775.00	151.61
325.00	785.00	151.90
325.00	795.00	152.22
325.00	805.00	152.22
325.00	815.00	152.04
325.00	825.00	151.67
325.00	835.00	151.00
325.00	845.00	150.36
325.00	865.00	150.32
325.00	885.00	151.46
325.00	895.00	151.94
335.00	605.00	144.81
335.00	615.00	145.24
335.00	625.00	146.03
335.00	635.00	146.70
335.00	645.00	146.86
335.00	655.00	147.21
335.00	665.00	147.92
335.00	675.00	147.27
335.00	685.00	149.00
335.00	695.00	148.21
335.00	705.00	149.91
335.00	715.00	149.24
335.00	725.00	150.68
335.00	735.00	151.69
335.00	745.00	151.36
335.00	755.00	152.59
335.00	765.00	151.97
335.00	775.00	153.14
335.00	785.00	152.63
335.00	795.00	152.86
335.00	805.00	153.17
335.00	815.00	152.69
335.00	825.00	152.34
335.00	835.00	151.77
335.00	845.00	151.22
335.00	855.00	151.10
335.00	865.00	151.50
335.00	875.00	151.40
335.00	885.00	152.24
335.00	895.00	152.83
345.00	605.00	145.82
345.00	615.00	147.31
345.00	625.00	148.16
345.00	635.00	148.93
345.00	645.00	149.17
345.00	655.00	149.51
345.00	665.00	149.24
345.00	675.00	149.83
345.00	695.00	150.80
345.00	705.00	151.94
345.00	715.00	151.49
345.00	725.00	152.20
345.00	745.00	153.16
345.00	765.00	153.71
345.00	785.00	153.97
345.00	795.00	154.26
345.00	805.00	153.90
345.00	815.00	153.82
345.00	825.00	153.45
345.00	835.00	152.90
345.00	845.00	152.51
345.00	855.00	152.32
345.00	865.00	153.12
345.00	885.00	153.35
355.00	605.00	149.23
355.00	615.00	149.54
355.00	625.00	150.25
355.00	635.00	150.69
355.00	645.00	151.25
355.00	655.00	151.00
355.00	665.00	150.84
355.00	675.00	151.93
355.00	685.00	151.42
355.00	695.00	152.89
355.00	715.00	153.68
355.00	725.00	154.43
355.00	735.00	153.77
355.00	745.00	155.01
355.00	755.00	154.34
355.00	765.00	155.34
355.00	775.00	154.64
355.00	785.00	155.39
355.00	795.00	155.17
355.00	815.00	154.66
355.00	825.00	154.32
355.00	835.00	154.10
355.00	845.00	153.90
355.00	855.00	153.71
355.00	865.00	153.95
365.00	605.00	149.87
365.00	615.00	151.85
365.00	625.00	152.38
365.00	635.00	152.76
365.00	645.00	152.81
365.00	655.00	153.26
365.00	665.00	152.97
365.00	675.00	154.28
365.00	685.00	153.58
365.00	695.00	154.95
365.00	705.00	154.33
365.00	715.00	155.32
365.00	725.00	155.89
365.00	735.00	155.54
365.00	745.00	156.16
365.00	755.00	156.91
365.00	765.00	156.26
365.00	775.00	156.92
365.00	785.00	156.21
365.00	795.00	156.19
365.00	805.00	155.87
365.00	815.00	155.44
365.00	825.00	155.69
365.00	835.00	155.35
365.00	845.00	155.20
365.00	855.00	155.16
365.00	865.00	158.05
365.00	875.00	156.17
365.00	885.00	155.39
365.00	895.00	154.94
366.00	805.00	155.87
375.00	605.00	153.02
375.00	615.00	153.77
375.00	625.00	154.18
375.00	635.00	154.41
375.00	645.00	154.45
375.00	665.00	154.97
375.00	675.00	155.68
375.00	685.00	155.40
375.00	695.00	156.18
375.00	705.00	155.80
375.00	715.00	156.62
375.00	725.00	156.82
375.00	745.00	157.71
375.00	765.00	157.77
375.00	785.00	157.54
375.00	795.00	157.13
375.00	815.00	156.66
375.00	825.00	156.52
375.00	835.00	158.52
375.00	845.00	158.26
375.00	855.00	157.31
375.00	865.00	156.62
375.00	875.00	156.04
376.00	795.00	157.13
376.00	815.00	156.66
376.00	825.00	158.73
376.00	865.00	156.62
385.00	605.00	154.19
385.00	615.00	156.18
385.00	625.00	156.32
385.00	635.00	156.37
385.00	645.00	156.39
385.00	655.00	156.75
385.00	665.00	156.07
385.00	685.00	156.38
385.00	705.00	157.15
385.00	715.00	158.83
385.00	725.00	159.22
385.00	735.00	159.37
385.00	745.00	159.55
385.00	755.00	159.51
385.00	765.00	159.50
385.00	775.00	159.21
385.00	785.00	159.05
385.00	835.00	157.71
385.00	845.00	157.48
385.00	855.00	157.18
386.00	615.00	156.18
386.00	625.00	156.32
386.00	635.00	156.37
386.00	715.00	158.83
386.00	725.00	159.22
386.00	735.00	159.37
386.00	745.00	159.55
386.00	755.00	159.51
386.00	765.00	159.50
386.00	775.00	159.21
386.00	785.00	159.05
386.00	835.00	157.71
386.00	845.00	157.48
386.00	855.00	157.18
395.00	605.00	155.90
395.00	645.00	156.61
395.00	655.00	156.80
395.00	665.00	157.13
395.00	675.00	157.45
395.00	685.00	157.81
395.00	695.00	158.17
395.00	705.00	158.46
396.00	645.00	156.61
396.00	655.00	156.80
396.00	665.00	157.13
396.00	675.00	157.45
396.00	685.00	157.81
396.00	695.00	158.17
396.00	705.00	158.46
425.00	605.00	162.87
435.00	605.00	163.11
445.00	605.00	163.73
455.00	605.00	163.83
